brand,name,reviews.rating,reviews.text,reviews.title,combined_text,keyword_pos_great,keyword_pos_nice,keyword_pos_delicious,keyword_pos_excellent,keyword_pos_awesome,keyword_pos_fantastic,keyword_pos_favorite,keyword_pos_love,keyword_neg_isn,keyword_neg_never,keyword_neg_mistake,keyword_neg_disappointed,keyword_neg_not,keyword_neg_bad,keyword_neg_risk,keyword_neg_,review_label,sentiment_score,rating_label,matched_label
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",4.0,love great product prefect parti graduat summer bbq,Great Mixer,love great product prefect parti graduat summer bbq great mixer cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9246,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,full bodi delici use get togeth im need manhattan home work,THE BOMB.COM!!,full bodi delici use get togeth im need manhattan home work bombcom cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,fan manhattan although rare buy mix howev decid give tri price couldnt beat smooth tast authent true manhattan follow direct bottl simpl great tast mixer good size bottl good price,Love this mix!,fan manhattan although rare buy mix howev decid give tri price couldnt beat smooth tast authent true manhattan follow direct bottl simpl great tast mixer good size bottl good price love mix cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9595,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,best buy manhattan perfect tasti smooth parti first tri drink went purchas parti come share think peopl love love,PERFECT DRINK,best buy manhattan perfect tasti smooth parti first tri drink went purchas parti come share think peopl love love perfect drink cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0.9726,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,great tast fool proof mix serv stylish bottl,So Good,great tast fool proof mix serv stylish bottl good cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,delici actual make perfect tast smooth manhattan like pro great product,Perfect Manhattan!!!,delici actual make perfect tast smooth manhattan like pro great product perfect manhattan cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9325,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,parti last night hit fantast mix whoever put togeth know stuff highli recommend,Great mix!,parti last night hit fantast mix whoever put togeth know stuff highli recommend great mix cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.765,1,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,amaz product absolut love,Premium Manhattan Mix,amaz product absolut love premium manhattan mix cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,product simpl easi use ive tri differ manhatan mix one far favorit mesh well w burbon flavor dont overpow tri mask burbon like product essenti mini bar home amaz product,Awesomeness In A Bottle!!,product simpl easi use ive tri differ manhatan mix one far favorit mesh well w burbon flavor dont overpow tri mask burbon like product essenti mini bar home amaz product awesom bottl cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.5574,1,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",2.0,manhattan almost everyday work wife bought tri although decent necessari spend money qualiti vermouth cours best bourbon one afford,Not necessary,manhattan almost everyday work wife bought tri although decent necessari spend money qualiti vermouth cours best bourbon one afford necessari cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,0,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,ive alreadi went bottl stuff great tast smooth easi make favorit drink manhattan definit recommend premium mixer,Great!!!,ive alreadi went bottl stuff great tast smooth easi make favorit drink manhattan definit recommend premium mixer great cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8934,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,must everi home bar easi get,A must for every home bar!,must everi home bar easi get must everi home bar cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,amaz product make make cocktail easi tast great,Amazing,amaz product make make cocktail easi tast great amaz cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,good realli make craft cocktail home realli easi hard find natur product day especi mixer realli love one tast excel im go tri mixer one definit new favorit mixer,Really good!!! Definitely try it.,good realli make craft cocktail home realli easi hard find natur product day especi mixer realli love one tast excel im go tri mixer one definit new favorit mixer realli good definit tri cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9118,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,love mix easi tast delici,So good,love mix easi tast delici good cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7964,1,1
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,tast smooth flavor mix discov natur way enjoy manhattan,Simply the best mix,tast smooth flavor mix discov natur way enjoy manhattan simpli best mix cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8126,1,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,mix star parti could make fast enough guest drink,Best mix,mix star parti could make fast enough guest drink best mix cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Cocktail Artist,"Cocktail Artist Essential Bar Ingredients Premium Manhattan Mix, 25.3 fl oz",5.0,although manhattan mix love add mani cocktail flavor complex elev flavor profil concoct,Awesome in a bottle,although manhattan mix love add mani cocktail flavor complex elev flavor profil concoct awesom bottl cocktail artist essenti bar ingredi premium manhattan mix fl oz cocktail artist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Jose Cuervo,"Jose Cuervo Classic Lime The Original Margarita Mix, 33.8 fl oz",4.0,littl tart like,Good mix,littl tart like good mix jose cuervo classic lime origin margarita mix fl oz jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6597,1,0
Jose Cuervo,"Jose Cuervo Classic Lime The Original Margarita Mix, 33.8 fl oz",5.0,great mix make excel margarita add tequila,Margarita Mix,great mix make excel margarita add tequila margarita mix jose cuervo classic lime origin margarita mix fl oz jose cuervo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7964,1,1
Jose Cuervo,"Jose Cuervo Classic Lime The Original Margarita Mix, 33.8 fl oz",1.0,small amount price wont make mistak,Bottle is small. Not a good value!,small amount price wont make mistak bottl small good valu jose cuervo classic lime origin margarita mix fl oz jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,0,0
Jose Cuervo,"Jose Cuervo Classic Lime The Original Margarita Mix, 33.8 fl oz",5.0,bomb,The best margarita mix!,bomb best margarita mix jose cuervo classic lime origin margarita mix fl oz jose cuervo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.25,1,0
Pain Is Good,"Pain Is Good Most Wanted Cajun Spice Bloody Mary Mix, 32 fl oz",4.0,sweet hit like fire,So hot! Love it!,sweet hit like fire hot love pain good want cajun spice bloodi mari mix fl oz pain good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7783,1,0
Pain Is Good,"Pain Is Good Most Wanted Cajun Spice Bloody Mary Mix, 32 fl oz",4.0,good spice cool label bottl,Great bold flavor!,good spice cool label bottl great bold flavor pain good want cajun spice bloodi mari mix fl oz pain good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.886,1,0
Bud Liight Lime,"Bud Light Lime Grape-Ahh-Rita Margarita, 25 fl oz",5.0,love grape juic twist must tri,AWESOME,love grape juic twist must tri awesom bud light lime grapeahhrita margarita fl oz bud liight lime,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6369,1,1
Pinnacle,"Pinnacle Whipped Flavored Vodka, 375 mL",5.0,everyth great product cheap price perfect tast mix flavor soda make delici,Love this product!,everyth great product cheap price perfect tast mix flavor soda make delici love product pinnacl whip flavor vodka ml pinnacl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9186,1,1
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,im singl malt scotch guy gener two finger neat qualiti cigar week stress day ill coupl beer work famili get home troubl beer gut come trend look someth similar favorit scotch littl budget drink daili jim beam black awesom substitut rich white oak aroma flavor isnt near smooth favorit scotch flavor point thank jim beam put great whiskey afford price youv got custom life,Magnificent oak flavor!,im singl malt scotch guy gener two finger neat qualiti cigar week stress day ill coupl beer work famili get home troubl beer gut come trend look someth similar favorit scotch littl budget drink daili jim beam black awesom substitut rich white oak aroma flavor isnt near smooth favorit scotch flavor point thank jim beam put great whiskey afford price youv got custom life magnific oak flavor jim beam black bourbon whiskey ml jim beam black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8979,1,1
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,except good flavor,My favorite bourbon!,except good flavor favorit bourbon jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4404,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,matter go year variou bourbon tastingsjim beam black head shoulder rest matter price tag,Top Choice Every Time!,matter go year variou bourbon tastingsjim beam black head shoulder rest matter price tag top choic everi time jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.25,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,im person wild turkey drinker cudo jim beam produc classi commerci got right girl spokesperson good job classi,Good Job,im person wild turkey drinker cudo jim beam produc classi commerci got right girl spokesperson good job classi good job jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7003,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,serious ask what great isnt great,"When you want to experience perfection, look no further!",serious ask what great isnt great want experi perfect look jim beam black bourbon whiskey ml jim beam black,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9077,1,1
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,explan necessari,What bourbon should be.,explan necessari bourbon jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,first start drink jim bean went camp didnt want carri bear around tri jim bean first red stag cherri tri devil cut came home hook ever sinc usual mix coke drpepper,I love Jim Bean,first start drink jim bean went camp didnt want carri bear around tri jim bean first red stag cherri tri devil cut came home hook ever sinc usual mix coke drpepper love jim bean jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-0.3658,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,best bourbon buy one smoothest bourbon ive tast typic drink woodford reserv eagl rare tri buy bottl everi two week,Best bourbon under 50,best bourbon buy one smoothest bourbon ive tast typic drink woodford reserv eagl rare tri buy bottl everi two week best bourbon jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8555,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,beam best smooth,I would definitely buy this quality bourbon again,beam best smooth would definit buy qualiti bourbon jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,tri jb black first time tonight smooth made whiskey sour awesom thank jim beam awesom bourbon,Just the best!!,tri jb black first time tonight smooth made whiskey sour awesom thank jim beam awesom bourbon best jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7717,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,enjoy jb black past three year flavor o higher proof bur anoth without collaps disappear even extens liquor store area happen doubl oak ok match black find sonoma counti california,"Love it, cannot find it anywhere",enjoy jb black past three year flavor o higher proof bur anoth without collaps disappear even extens liquor store area happen doubl oak ok match black find sonoma counti california love find anywher jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8825,1,0
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,bought earli decemb didnt make new year one awesom keep great work,Jim Beam at it's best!,bought earli decemb didnt make new year one awesom keep great work jim beam best jim beam black bourbon whiskey ml jim beam black,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8519,1,1
Jim Beam Black,"Jim Beam Black Bourbon Whiskey, 375.0 ML",5.0,absolut love love love,Rich Aromatic,absolut love love love rich aromat jim beam black bourbon whiskey ml jim beam black,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0.9531,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,realli like compact easi use pressur washer would buy instant use,Fabulous purchase,realli like compact easi use pressur washer would buy instant use fabul purchas jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.3612,1,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,lucki purchas power washer sale patio porch look like new drive way sidewalk look new well decid power wash hous water everyth done hour easi use great invest great review barbecu pit next,Awesome,lucki purchas power washer sale patio porch look like new drive way sidewalk look new well decid power wash hous water everyth done hour easi use great invest great review barbecu pit next awesom jack daniel master distil seri tennesse whiskey ml jack daniel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9153,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",2.0,use lot clean wheel well truck road pack undersid ride mower disappoint see year use pump develop leak would cost fix buy new unit retir cant afford buy one everi year look like,Only lasted 2 years,use lot clean wheel well truck road pack undersid ride mower disappoint see year use pump develop leak would cost fix buy new unit retir cant afford buy one everi year look like last year jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.296,0,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",2.0,your go take time pressur wash driveway hous worth time effort nozzl small actual dirt come amount normal hose,Not worth it.,your go take time pressur wash driveway hous worth time effort nozzl small actual dirt come amount normal hose worth jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.1027,0,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,also got sam spring sale mess father year old electr pressur washer didnt high hope look someth inexpens would clean driveway grill fenc everi often ye ga model power theyr expens need maintain first build qualiti seem rug metal coupl hose v plastic dad old one well concret clean big circl washer ok job turbo washer realli get done see photo big circl washer would good maintain deep clean also issu clean grill year greas overal year warranti im pretti happi,Works great for household usage!,also got sam spring sale mess father year old electr pressur washer didnt high hope look someth inexpens would clean driveway grill fenc everi often ye ga model power theyr expens need maintain first build qualiti seem rug metal coupl hose v plastic dad old one well concret clean big circl washer ok job turbo washer realli get done see photo big circl washer would good maintain deep clean also issu clean grill year greas overal year warranti im pretti happi work great household usag jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.945,1,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,bought assembl use clean concret mold mildew moss work great,Power Washer,bought assembl use clean concret mold mildew moss work great power washer jack daniel master distil seri tennesse whiskey ml jack daniel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7783,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",4.0,got power wash job love small yet power come varieti differ accessori would end pay money,The right pressure for most jobs,got power wash job love small yet power come varieti differ accessori would end pay money right pressur job jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5859,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,sam club percent plea sale product everyth electr electron groceri furnitur build product recreat mechan etc black max pressur washer get five star sale price best recommend youngest son purchas one love thank sam club,enough power for my light duty needs!!!!,sam club percent plea sale product everyth electr electron groceri furnitur build product recreat mechan etc black max pressur washer get five star sale price best recommend youngest son purchas one love thank sam club enough power light duti need jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9246,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,great electr pressur washer scrubber work great patio,Great Value,great electr pressur washer scrubber work great patio great valu jack daniel master distil seri tennesse whiskey ml jack daniel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9231,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,purchas electr model avoid anoth ga engin model work good clean patio aggreg step walk driveway light weight easi store price accordingli,Works Great,purchas electr model avoid anoth ga engin model work good clean patio aggreg step walk driveway light weight easi store price accordingli work great jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8176,1,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,im woman doesnt like wait husband help someth oper surpris nice clean composit deck year oldcement step green moss black stain abl clean also use scott outdoor soap easili attach differ nozzl attach hate ga power washer much troubl hope one last good valu,Absolutely love it!,im woman doesnt like wait husband help someth oper surpris nice clean composit deck year oldcement step green moss black stain abl clean also use scott outdoor soap easili attach differ nozzl attach hate ga power washer much troubl hope one last good valu absolut love jack daniel master distil seri tennesse whiskey ml jack daniel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9336,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,purchas pressur washer month ago use happi got lot bang buck realli like,Excellent deal,purchas pressur washer month ago use happi got lot bang buck realli like excel deal jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6705,1,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,size work good two ga one cant use insid due fume electr one job,Like the extras that came with it.,size work good two ga one cant use insid due fume electr one job like extra came jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.4939,1,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,great price work great,Works great,great price work great work great jack daniel master distil seri tennesse whiskey ml jack daniel,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9231,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",4.0,need great attach power ga power knew purchas,Easy to use,need great attach power ga power knew purchas easi use jack daniel master distil seri tennesse whiskey ml jack daniel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",4.0,nice machin slower ga machin get job done,Nice machine,nice machin slower ga machin get job done nice machin jack daniel master distil seri tennesse whiskey ml jack daniel,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6808,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,use black max pressur washer countless time sinc arriv abl clean green moss type mold clay brick courtyard year piec equip easi handl even small person love pressur washer,Great for every job around the house!,use black max pressur washer countless time sinc arriv abl clean green moss type mold clay brick courtyard year piec equip easi handl even small person love pressur washer great everi job around hous jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9001,1,1
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",5.0,ga pressur washer work well coupl year minor repair final went kaput need light clean one start without problem job intend reason price,Black Max Electric Pressure Washer,ga pressur washer work well coupl year minor repair final went kaput need light clean one start without problem job intend reason price black max electr pressur washer jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7234,1,0
Jack Daniel's,"Jack Daniel's Master Distiller Series Tennessee Whiskey, 750mL",1.0,bought last year use strong enough much wash car sprayer plastic rug sprayer ail year intern compon rust even though washer drain thread connect sprayer plastic cheapli made junkyard,Save your money,bought last year use strong enough much wash car sprayer plastic rug sprayer ail year intern compon rust even though washer drain thread connect sprayer plastic cheapli made junkyard save money jack daniel master distil seri tennesse whiskey ml jack daniel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7579,0,0
Schweppes,"Schweppes Diet Tonic Water, 1 L",4.0,schwepp make good diet tonic prefer canada dri seem hold fizz longer dont drink gener found offbrand tast good compar schwepp canada dri plea dont stop carri even add canada dri thing suggest stock shelv time mayb one two shelf sartel walmart,Diet Tonic Water,schwepp make good diet tonic prefer canada dri seem hold fizz longer dont drink gener found offbrand tast good compar schwepp canada dri plea dont stop carri even add canada dri thing suggest stock shelv time mayb one two shelf sartel walmart diet tonic water schwepp diet tonic water l schwepp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.7709,1,0
Schweppes,"Schweppes Diet Tonic Water, 1 L",5.0,drink tonic water one best tast great walmart avail ship home hope continu,Best tasting tonic water,drink tonic water one best tast great walmart avail ship home hope continu best tast tonic water schwepp diet tonic water l schwepp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9468,1,1
Schweppes,"Schweppes Diet Tonic Water, 1 L",1.0,product advertis said pk idea mean assum go pack turn one bottl le expens buy store make sen,very expensive for one bottle,product advertis said pk idea mean assum go pack turn one bottl le expens buy store make sen expens one bottl schwepp diet tonic water l schwepp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,0,0
Schweppes,"Schweppes Diet Tonic Water, 1 L",5.0,great tast,Best brand ever,great tast best brand ever schwepp diet tonic water l schwepp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8519,1,1
Schweppes,"Schweppes Diet Tonic Water, 1 L",5.0,tri cut back sugar found best tast compar canada drypolarwalmart cant find smaller bottl can,Best of the Diet Tonic,tri cut back sugar found best tast compar canada drypolarwalmart cant find smaller bottl can best diet tonic schwepp diet tonic water l schwepp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.8074,1,0
Schweppes,"Schweppes Diet Tonic Water, 1 L",5.0,great product purchas,Diet tonic Water,great product purchas diet tonic water schwepp diet tonic water l schwepp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Schweppes,"Schweppes Diet Tonic Water, 1 L",5.0,schwepp tonic best doesnt lose fizz alway great refresh tast,Best There Is,schwepp tonic best doesnt lose fizz alway great refresh tast best schwepp diet tonic water l schwepp,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9409,1,1
APOTHIC,"Apothic Red Wine, 750 mL",5.0,rich delici red wineblend mani enjoy full dark fruit flavor zinfindel best red blend ever,Rich and delicious,rich delici red wineblend mani enjoy full dark fruit flavor zinfindel best red blend ever rich delici apoth red wine ml apoth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.9393,1,0
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,delish suggest sell bigger bottl handl,The best,delish suggest sell bigger bottl handl best jim beam appl bourbon whiskey l jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,love everyth jim beam appl tast great goe smooth one best drink without ad mix,I recommend this drink to everyone over the age of 21,love everyth jim beam appl tast great goe smooth one best drink without ad mix recommend drink everyon age jim beam appl bourbon whiskey l jim beam,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9079,1,1
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,hesit buy jim beam appl tri appl whiskey disappoint smooth light fruiti good,Fantastic,hesit buy jim beam appl tri appl whiskey disappoint smooth light fruiti good fantast jim beam appl bourbon whiskey l jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0516,1,0
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,mix jim beam appl littl ginger ale great summer refresh,Surprising and refreshing,mix jim beam appl littl ginger ale great summer refresh surpris refresh jim beam appl bourbon whiskey l jim beam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6249,1,1
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,make greatest appl bourbon martini,I will buy this product again,make greatest appl bourbon martini buy product jim beam appl bourbon whiskey l jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.6369,1,0
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,outstand smooth easi drink,I would buy this again,outstand smooth easi drink would buy jim beam appl bourbon whiskey l jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.0,1,0
Jim Beam,"Jim Beam Apple Bourbon Whiskey, 1 L",5.0,appl jim beam bomb smooth chaser need hook,I love the Apple,appl jim beam bomb smooth chaser need hook love appl jim beam appl bourbon whiskey l jim beam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0.25,1,0
